,0
208,0.0034907
209,0.0034907
210,0.0034907
211,0.0034907
212,0.0034907
213,0.0034907
214,0.0034907
215,0.0034907
216,0.0034907
217,0.0034907
218,0.0034907
219,0.0034907
220,0.0034907
221,0.0034907
222,0.0034907
223,0.0034907
224,0.0034907
225,0.0034907
226,0.0034907
227,0.0034907
228,0.0034907
229,0.0034907
230,0.0034907
231,0.0034907
232,0.0034907
233,0.0034907
234,0.0034907
235,0.0034907
236,0.0034907
237,0.0034907
238,0.0034907
239,0.0034907
240,0.0034907
241,0.0034907
242,0.0034907
243,0.0034907
244,0.0034907
245,0.0034907
246,0.0034907
247,0.0034907
248,0.0034907
249,0.0034907
250,0.0034907
251,0.0034907
252,0.0034907
253,0.0034907
254,0.0034907
255,0.0034907
256,0.0034907
257,0.0034907
258,0.0034907
259,0.0034907
260,0.0034907
261,0.0034907
262,0.0034907
263,0.0034907
264,0.0034907
265,0.0034907
266,0.0034907
267,0.0034907
268,0.0034907
269,0.0034907
270,0.0034907
271,0.0034907
272,0.0034907
273,0.0034907
274,0.0034907
275,0.0034907
276,0.0034907
277,0.0034907
278,0.0034907
279,0.0034907
280,0.0034907
281,0.0034907
282,0.0034907
283,0.0034907
284,0.0034907
285,0.0034907
286,0.0034907
287,0.0034907
288,0.0034907
289,0.0034907
290,0.0034907
291,0.0034907
292,0.0034907
293,0.0034907
294,0.0034907
295,0.0034907
296,0.0034907
297,0.0034907
298,0.0034907
299,0.0034907
300,0.0034907
301,0.0034907
302,0.0034907
303,0.0034907
304,0.0034907
305,0.0034907
306,0.0034907
307,0.0034907
308,0.0034907
309,0.0034907
310,0.0034907
311,0.0034907
312,0.0034907
313,0.0034907
314,0.0034907
315,0.0034907
316,0.0034907
317,0.0034907
318,0.0034907
319,0.0034907
320,0.0034907
321,0.0034907
322,0.0034907
323,0.0034907
324,0.0034907
325,0.0034907
326,0.0034907
327,0.0034907
328,0.0034907
329,0.0034907
330,0.0034907
331,0.0034907
332,0.0034907
333,0.0034907
334,0.0034907
335,0.0034907
336,0.0034907
337,0.0034907
338,0.0034907
339,0.0034907
340,0.0034907
341,0.0034907
342,0.0034907
343,0.0034907
344,0.0034907
345,0.0034907
346,0.0034907
347,0.0034907
348,0.0034907
349,0.0034907
350,0.0034907
351,0.0034907
352,0.0034907
353,0.0034907
354,0.0034907
355,0.0034907
356,0.0034907
357,0.0034907
358,0.0034907
359,0.0034907
360,0.0034907
361,0.0034907
362,0.0034907
363,0.0034907
364,0.0034907
365,0.0034907
366,0.0034907
367,0.0034907
368,0.0034907
369,0.0034907
370,0.0034907
371,0.0034907
372,0.0034907
373,0.0034907
374,0.0034907
375,0.0034907
376,0.0034907
377,0.0034907
378,0.0034907
379,0.0034907
380,0.0034907
381,0.0034907
382,0.0034907
383,0.0034907
384,0.0034907
385,0.0034907
386,0.0034907
387,0.0034907
388,0.0034907
389,0.0034907
390,0.0034907
391,0.0034907
392,0.0034907
393,0.0034907
394,0.0034907
395,0.0034907
396,0.0034907
397,0.0034907
398,0.0034907
399,0.0034907
400,0.0034907
401,0.0034907
402,0.0034907
403,0.0034907
404,0.0034907
405,0.0034907
406,0.0034907
407,0.0034907
408,0.0034907
409,0.0034907
410,0.0034907
411,0.0034907
412,0.0034907
413,0.0034907
414,0.0034907
415,0.0034907
416,0.0034907
417,0.0034907
418,0.0034907
419,0.0034907
420,0.0034907
421,0.0034907
422,0.0034907
423,0.0034907
424,0.0034907
425,0.0034907
426,0.0034907
427,0.0034907
428,0.0034907
429,0.0034907
430,0.0034907
431,0.0034907
432,0.0034907
433,0.0034907
434,0.0034907
435,0.0034907
436,0.0034907
437,0.0034907
438,0.0034907
439,0.0034907
440,0.0034907
441,0.0034907
442,0.0034907
443,0.0034907
444,0.0034907
445,0.0034907
446,0.0034907
447,0.0034907
448,0.0034907
449,0.0034907
450,0.0034907
451,0.0034907
452,0.0034907
453,0.0034907
454,0.0034907
455,0.0034907
456,0.0034907
457,0.0034907
458,0.0034907
459,0.0034907
460,0.0034907
461,0.0034907
462,0.0034907
463,0.0034907
464,0.0034907
465,0.0034907
466,0.0034907
467,0.0034907
468,0.0034907
469,0.0034907
470,0.0034907
471,0.0034907
472,0.0034907
473,0.0034907
474,0.0034907
475,0.0034907
476,0.0034907
477,0.0034907
478,0.0034907
479,0.0034907
480,0.0034907
481,0.0034907
482,0.0034907
483,0.0034907
484,0.0034907
485,0.0034907
486,0.0034907
487,0.0034907
488,0.0034907
489,0.0034907
490,0.0034907
491,0.0034907
492,0.0034907
493,0.0034907
494,0.0034907
495,0.0034907
496,0.0034907
497,0.0034907
498,0.0034907
499,0.0034907
500,0.0034907
501,0.0034907
502,0.0034907
503,0.0034907
504,0.0034907
505,0.0034907
506,0.0034907
507,0.0034907
508,0.0034907
509,0.0034907
510,0.0034907
511,0.0034907
512,0.0034907
513,0.0034907
514,0.0034907
515,0.0034907
516,0.0034907
517,0.0034907
518,0.0034907
519,0.0034907
520,0.0034907
521,0.0034907
522,0.0034907
523,0.0034907
524,0.0034907
525,0.0034907
526,0.0034907
527,0.0034907
528,0.0034907
529,0.0034907
530,0.0034907
531,0.0034907
532,0.0034907
533,0.0034907
534,0.0034907
535,0.0034907
536,0.0034907
537,0.0034907
538,0.0034907
539,0.0034907
540,0.0034907
541,0.0034907
542,0.0034907
543,0.0034907
544,0.0034907
545,0.0034907
546,0.0034907
547,0.0034907
548,0.0034907
549,0.0034907
550,0.0034907
551,0.0034907
552,0.0034907
553,0.0034907
554,0.0034907
555,0.0034907
556,0.0034907
557,0.0034907
558,0.0034907
559,0.0034907
560,0.0034907
561,0.0034907
562,0.0034907
563,0.0034907
564,0.0034907
565,0.0034907
566,0.0034907
567,0.0034907
568,0.0034907
569,0.0034907
570,0.0034907
571,0.0034907
572,0.0034907
573,0.0034907
574,0.0034907
575,0.0034907
576,0.0034907
577,0.0034907
578,0.0034907
579,0.0034907
580,0.0034907
581,0.0034907
582,0.0034907
583,0.0034907
584,0.0034907
585,0.0034907
586,0.0034907
587,0.0034907
588,0.0034907
589,0.0034907
590,0.0034907
591,0.0034907
592,0.0034907
593,0.0034907
594,0.0034907
595,0.0034907
596,0.0034907
597,0.0034907
598,0.0034907
599,0.0034907
600,0.0034907
601,0.0034907
602,0.0034907
603,0.0034907
604,0.0034907
605,0.0034907
606,0.0034907
607,0.0034907
608,0.0034907
609,0.0034907
610,0.0034907
611,0.0034907
612,0.0034907
613,0.0034907
614,0.0034907
615,0.0034907
616,0.0034907
617,0.0034907
618,0.0034907
619,0.0034907
620,0.0034907
621,0.0034907
622,0.0034907
623,0.0034907
624,0.0034907
625,0.0034907
626,0.0034907
627,0.0034907
628,0.0034907
629,0.0034907
630,0.0034907
631,0.0034907
632,0.0034907
633,0.0034907
634,0.0034907
635,0.0034907
636,0.0034907
637,0.0034907
638,0.0034907
639,0.0034907
640,0.0034907
641,0.0034907
642,0.0034907
643,0.0034907
644,0.0034907
645,0.0034907
646,0.0034907
647,0.0034907
648,0.0034907
649,0.0034907
650,0.0034907
651,0.0034907
652,0.0034907
653,0.0034907
654,0.0034907
655,0.0034907
656,0.0034907
657,0.0034907
658,0.0034907
659,0.0034907
660,0.0034907
661,0.0034907
662,0.0034907
663,0.0034907
664,0.0034907
665,0.0034907
666,0.0034907
667,0.0034907
668,0.0034907
669,0.0034907
670,0.0034907
671,0.0034907
672,0.0034907
673,0.0034907
674,0.0034907
675,0.0034907
676,0.0034907
677,0.0034907
678,0.0034907
679,0.0034907
680,0.0034907
681,0.0034907
682,0.0034907
683,0.0034907
684,0.0034907
685,0.0034907
686,0.0034907
687,0.0034907
688,0.0034907
689,0.0034907
690,0.0034907
691,0.0034907
692,0.0034907
693,0.0034907
694,0.0034907
695,0.0034907
696,0.0034907
697,0.0034907
698,0.0034907
699,0.0034907
700,0.0034907
701,0.0034907
702,0.0034907
703,0.0034907
704,0.0034907
705,0.0034907
706,0.0034907
707,0.0034907
708,0.0034907
709,0.0034907
710,0.0034907
711,0.0034907
712,0.0034907
713,0.0034907
714,0.0034907
715,0.0034907
716,0.0034907
717,0.0034907
718,0.0034907
719,0.0034907
720,0.0034907
721,0.0034907
722,0.0034907
723,0.0034907
724,0.0034907
725,0.0034907
726,0.0034907
727,0.0034907
728,0.0034907
729,0.0034907
730,0.0034907
731,0.0034907
732,0.0034907
733,0.0034907
734,0.0034907
735,0.0034907
736,0.0034907
737,0.0034907
738,0.0034907
739,0.0034907
740,0.0034907
741,0.0034907
742,0.0034907
743,0.0034907
744,0.0034907
745,0.0034907
746,0.0034907
747,0.0034907
748,0.0034907
749,0.0034907
750,0.0034907
751,0.0034907
752,0.0034907
753,0.0034907
754,0.0034907
755,0.0034907
756,0.0034907
757,0.0034907
758,0.0034907
759,0.0034907
760,0.0034907
761,0.0034907
762,0.0034907
763,0.0034907
764,0.0034907
765,0.0034907
766,0.0034907
767,0.0034907
768,0.0034907
769,0.0034907
770,0.0034907
771,0.0034907
772,0.0034907
773,0.0034907
774,0.0034907
775,0.0034907
776,0.0034907
777,0.0034907
778,0.0034907
779,0.0034907
780,0.0034907
781,0.0034907
782,0.0034907
783,0.0034907
784,0.0034907
785,0.0034907
786,0.0034907
787,0.0034907
788,0.0034907
789,0.0034907
790,0.0034907
791,0.0034907
792,0.0034907
793,0.0034907
794,0.0034907
795,0.0034907
796,0.0034907
797,0.0034907
798,0.0034907
799,0.0034907
800,0.0034907
801,0.0034907
802,0.0034907
803,0.0034907
804,0.0034907
805,0.0034907
806,0.0034907
807,0.0034907
808,0.0034907
809,0.0034907
810,0.0034907
811,0.0034907
812,0.0034907
813,0.0034907
814,0.0034907
815,0.0034907
816,0.0034907
817,0.0034907
818,0.0034907
819,0.0034907
820,0.0034907
821,0.0034907
822,0.0034907
823,0.0034907
824,0.0034907
825,0.0034907
826,0.0034907
827,0.0034907
828,0.0034907
829,0.0034907
830,0.0034907
831,0.0034907
832,0.0034907
833,0.0034907
834,0.0034907
835,0.0034907
836,0.0034907
837,0.0034907
838,0.0034907
839,0.0034907
840,0.0034907
841,0.0034907
842,0.0034907
843,0.0034907
844,0.0034907
845,0.0034907
846,0.0034907
847,0.0034907
848,0.0034907
849,0.0034907
850,0.0034907
851,0.0034907
852,0.0034907
853,0.0034907
854,0.0034907
855,0.0034907
856,0.0034907
857,0.0034907
858,0.0034907
859,0.0034907
860,0.0034907
861,0.0034907
862,0.0034907
863,0.0034907
864,0.0034907
865,0.0034907
866,0.0034907
867,0.0034907
868,0.0034907
869,0.0034907
870,0.0034907
871,0.0034907
872,0.0034907
873,0.0034907
874,0.0034907
875,0.0034907
876,0.0034907
877,0.0034907
878,0.0034907
879,0.0034907
880,0.0034907
881,0.0034907
882,0.0034907
883,0.0034907
884,0.0034907
885,0.0034907
886,0.0034907
887,0.0034907
888,0.0034907
889,0.0034907
890,0.0034907
891,0.0034907
892,0.0034907
893,0.0034907
894,0.0034907
895,0.0034907
896,0.0034907
897,0.0034907
898,0.0034907
899,0.0034907
900,0.0034907
901,0.0034907
902,0.0034907
903,0.0034907
904,0.0034907
905,0.0034907
906,0.0034907
907,0.0034907
908,0.0034907
909,0.0034907
910,0.0034907
911,0.0034907
912,0.0034907
913,0.0034907
914,0.0034907
915,0.0034907
916,0.0034907
917,0.0034907
918,0.0034907
919,0.0034907
920,0.0034907
921,0.0034907
922,0.0034907
923,0.0034907
924,0.0034907
925,0.0034907
926,0.0034907
927,0.0034907
928,0.0034907
929,0.0034907
930,0.0034907
931,0.0034907
932,0.0034907
933,0.0034907
934,0.0034907
935,0.0034907
936,0.0034907
937,0.0034907
938,0.0034907
939,0.0034907
940,0.0034907
941,0.0034907
942,0.0034907
943,0.0034907
944,0.0034907
945,0.0034907
946,0.0034907
947,0.0034907
948,0.0034907
949,0.0034907
950,0.0034907
951,0.0034907
952,0.0034907
953,0.0034907
954,0.0034907
955,0.0034907
956,0.0034907
957,0.0034907
958,0.0034907
959,0.0034907
960,0.0034907
961,0.0034907
962,0.0034907
963,0.0034907
964,0.0034907
965,0.0034907
966,0.0034907
967,0.0034907
968,0.0034907
969,0.0034907
970,0.0034907
971,0.0034907
972,0.0034907
973,0.0034907
974,0.0034907
975,0.0034907
976,0.0034907
977,0.0034907
978,0.0034907
979,0.0034907
980,0.0034907
981,0.0034907
982,0.0034907
983,0.0034907
984,0.0034907
985,0.0034907
986,0.0034907
987,0.0034907
988,0.0034907
989,0.0034907
990,0.0034907
991,0.0034907
992,0.0034907
993,0.0034907
994,0.0034907
995,0.0034907
996,0.0034907
997,0.0034907
998,0.0034907
999,0.0034907
1000,0.0034907
1001,0.0034907
1002,0.0034907
1003,0.0034907
1004,0.0034907
1005,0.0034907
1006,0.0034907
1007,0.0034907
1008,0.0034907
1009,0.0034907
1010,0.0034907
1011,0.0034907
1012,0.0034907
1013,0.0034907
1014,0.0034907
1015,0.0034907
1016,0.0034907
1017,0.0034907
1018,0.0034907
1019,0.0034907
1020,0.0034907
1021,0.0034907
1022,0.0034907
1023,0.0034907
1024,0.0034907
1025,0.0034907
1026,0.0034907
1027,0.0034907
1028,0.0034907
1029,0.0034907
1030,0.0034907
1031,0.0034907
1032,0.0034907
1033,0.0034907
1034,0.0034907
1035,0.0034907
1036,0.0034907
1037,0.0034907
1038,0.0034907
1039,0.0034907
1040,0.0034907
1041,0.0034907
1042,0.0034907
1043,0.0034907
1044,0.0034907
1045,0.0034907
1046,0.0034907
1047,0.0034907
1048,0.0034907
1049,0.0034907
1050,0.0034907
1051,0.0034907
1052,0.0034907
1053,0.0034907
1054,0.0034907
1055,0.0034907
1056,0.0034907
1057,0.0034907
1058,0.0034907
1059,0.0034907
1060,0.0034907
1061,0.0034907
1062,0.0034907
1063,0.0034907
1064,0.0034907
1065,0.0034907
1066,0.0034907
1067,0.0034907
1068,0.0034907
1069,0.0034907
1070,0.0034907
1071,0.0034907
1072,0.0034907
1073,0.0034907
1074,0.0034907
1075,0.0034907
1076,0.0034907
1077,0.0034907
1078,0.0034907
1079,0.0034907
1080,0.0034907
1081,0.0034907
1082,0.0034907
1083,0.0034907
1084,0.0034907
1085,0.0034907
1086,0.0034907
1087,0.0034907
1088,0.0034907
1089,0.0034907
1090,0.0034907
1091,0.0034907
1092,0.0034907
1093,0.0034907
1094,0.0034907
1095,0.0034907
1096,0.0034907
1097,0.0034907
1098,0.0034907
1099,0.0034907
1100,0.0034907
1101,0.0034907
1102,0.0034907
1103,0.0034907
1104,0.0034907
1105,0.0034907
1106,0.0034907
1107,0.0034907
1108,0.0034907
1109,0.0034907
1110,0.0034907
1111,0.0034907
1112,0.0034907
1113,0.0034907
1114,0.0034907
1115,0.0034907
1116,0.0034907
1117,0.0034907
1118,0.0034907
1119,0.0034907
1120,0.0034907
1121,0.0034907
1122,0.0034907
1123,0.0034907
1124,0.0034907
1125,0.0034907
1126,0.0034907
1127,0.0034907
1128,0.0034907
1129,0.0034907
1130,0.0034907
1131,0.0034907
1132,0.0034907
1133,0.0034907
1134,0.0034907
1135,0.0034907
1136,0.0034907
1137,0.0034907
1138,0.0034907
1139,0.0034907
1140,0.0034907
1141,0.0034907
1142,0.0034907
1143,0.0034907
1144,0.0034907
1145,0.0034907
1146,0.0034907
1147,0.0034907
1148,0.0034907
1149,0.0034907
1150,0.0034907
1151,0.0034907
1152,0.0034907
1153,0.0034907
1154,0.0034907
1155,0.0034907
1156,0.0034907
1157,0.0034907
1158,0.0034907
1159,0.0034907
1160,0.0034907
1161,0.0034907
1162,0.0034907
1163,0.0034907
1164,0.0034907
1165,0.0034907
1166,0.0034907
1167,0.0034907
1168,0.0034907
1169,0.0034907
1170,0.0034907
1171,0.0034907
1172,0.0034907
1173,0.0034907
1174,0.0034907
1175,0.0034907
1176,0.0034907
1177,0.0034907
1178,0.0034907
1179,0.0034907
1180,0.0034907
1181,0.0034907
1182,0.0034907
1183,0.0034907
1184,0.0034907
1185,0.0034907
1186,0.0034907
1187,0.0034907
1188,0.0034907
1189,0.0034907
1190,0.0034907
1191,0.0034907
1192,0.0034907
1193,0.0034907
1194,0.0034907
1195,0.0034907
1196,0.0034907
1197,0.0034907
1198,0.0034907
1199,0.0034907
1200,0.0034907
1201,0.0034907
1202,0.0034907
1203,0.0034907
1204,0.0034907
1205,0.0034907
1206,0.0034907
1207,0.0034907
1208,0.0034907
1209,0.0034907
1210,0.0034907
1211,0.0034907
1212,0.0034907
1213,0.0034907
1214,0.0034907
1215,0.0034907
1216,0.0034907
1217,0.0034907
1218,0.0034907
1219,0.0034907
1220,0.0034907
1221,0.0034907
1222,0.0034907
1223,0.0034907
1224,0.0034907
1225,0.0034907
1226,0.0034907
1227,0.0034907
1228,0.0034907
1229,0.0034907
1230,0.0034907
1231,0.0034907
1232,0.0034907
1233,0.0034907
1234,0.0034907
1235,0.0034907
1236,0.0034907
1237,0.0034907
1238,0.0034907
1239,0.0034907
1240,0.0034907
1241,0.0034907
1242,0.0034907
1243,0.0034907
1244,0.0034907
1245,0.0034907
1246,0.0034907
1247,0.0034907
1248,0.0034907
1249,0.0034907
1250,0.0034907
1251,0.0034907
1252,0.0034907
1253,0.0034907
1254,0.0034907
1255,0.0034907
1256,0.0034907
1257,0.0034907
1258,0.0034907
1259,0.0034907
1260,0.0034907
1261,0.0034907
1262,0.0034907
1263,0.0034907
1264,0.0034907
1265,0.0034907
1266,0.0034907
1267,0.0034907
1268,0.0034907
1269,0.0034907
1270,0.0034907
1271,0.0034907
1272,0.0034907
1273,0.0034907
1274,0.0034907
1275,0.0034907
1276,0.0034907
1277,0.0034907
1278,0.0034907
1279,0.0034907
1280,0.0034907
1281,0.0034907
1282,0.0034907
1283,0.0034907
1284,0.0034907
1285,0.0034907
1286,0.0034907
1287,0.0034907
1288,0.0034907
1289,0.0034907
1290,0.0034907
1291,0.0034907
1292,0.0034907
1293,0.0034907
1294,0.0034907
1295,0.0034907
1296,0.0034907
1297,0.0034907
1298,0.0034907
1299,0.0034907
1300,0.0034907
1301,0.0034907
1302,0.0034907
1303,0.0034907
1304,0.0034907
1305,0.0034907
1306,0.0034907
1307,0.0034907
1308,0.0034907
1309,0.0034907
1310,0.0034907
1311,0.0034907
1312,0.0034907
1313,0.0034907
1314,0.0034907
1315,0.0034907
1316,0.0034907
1317,0.0034907
1318,0.0034907
1319,0.0034907
1320,0.0034907
1321,0.0034907
1322,0.0034907
1323,0.0034907
1324,0.0034907
1325,0.0034907
1326,0.0034907
1327,0.0034907
1328,0.0034907
1329,0.0034907
1330,0.0034907
1331,0.0034907
1332,0.0034907
1333,0.0034907
1334,0.0034907
1335,0.0034907
1336,0.0034907
1337,0.0034907
1338,0.0034907
1339,0.0034907
1340,0.0034907
1341,0.0034907
1342,0.0034907
1343,0.0034907
1344,0.0034907
1345,0.0034907
1346,0.0034907
1347,0.0034907
1348,0.0034907
1349,0.0034907
1350,0.0034907
1351,0.0034907
1352,0.0034907
1353,0.0034907
1354,0.0034907
1355,0.0034907
1356,0.0034907
1357,0.0034907
1358,0.0034907
1359,0.0034907
1360,0.0034907
1361,0.0034907
1362,0.0034907
1363,0.0034907
1364,0.0034907
1365,0.0034907
1366,0.0034907
1367,0.0034907
1368,0.0034907
1369,0.0034907
1370,0.0034907
1371,0.0034907
1372,0.0034907
1373,0.0034907
1374,0.0034907
1375,0.0034907
1376,0.0034907
1377,0.0034907
1378,0.0034907
1379,0.0034907
1380,0.0034907
1381,0.0034907
1382,0.0034907
1383,0.0034907
1384,0.0034907
1385,0.0034907
1386,0.0034907
1387,0.0034907
1388,0.0034907
1389,0.0034907
1390,0.0034907
1391,0.0034907
1392,0.0034907
1393,0.0034907
1394,0.0034907
1395,0.0034907
1396,0.0034907
1397,0.0034907
1398,0.0034907
1399,0.0034907
1400,0.0034907
1401,0.0034907
1402,0.0034907
1403,0.0034907
1404,0.0034907
1405,0.0034907
1406,0.0034907
1407,0.0034907
1408,0.0034907
1409,0.0034907
1410,0.0034907
1411,0.0034907
1412,0.0034907
1413,0.0034907
1414,0.0034907
1415,0.0034907
1416,0.0034907
1417,0.0034907
1418,0.0034907
1419,0.0034907
1420,0.0034907
1421,0.0034907
1422,0.0034907
1423,0.0034907
1424,0.0034907
1425,0.0034907
1426,0.0034907
1427,0.0034907
1428,0.0034907
1429,0.0034907
1430,0.0034907
1431,0.0034907
1432,0.0034907
1433,0.0034907
1434,0.0034907
1435,0.0034907
1436,0.0034907
1437,0.0034907
1438,0.0034907
1439,0.0034907
1440,0.0034907
1441,0.0034907
1442,0.0034907
1443,0.0034907
1444,0.0034907
1445,0.0034907
1446,0.0034907
1447,0.0034907
1448,0.0034907
1449,0.0034907
1450,0.0034907
1451,0.0034907
1452,0.0034907
1453,0.0034907
1454,0.0034907
1455,0.0034907
1456,0.0034907
1457,0.0034907
1458,0.0034907
1459,0.0034907
1460,0.0034907
1461,0.0034907
1462,0.0034907
1463,0.0034907
1464,0.0034907
1465,0.0034907
1466,0.0034907
1467,0.0034907
1468,0.0034907
1469,0.0034907
1470,0.0034907
1471,0.0034907
1472,0.0034907
1473,0.0034907
1474,0.0034907
1475,0.0034907
1476,0.0034907
1477,0.0034907
1478,0.0034907
1479,0.0034907
1480,0.0034907
1481,0.0034907
1482,0.0034907
1483,0.0034907
1484,0.0034907
1485,0.0034907
1486,0.0034907
1487,0.0034907
1488,0.0034907
1489,0.0034907
1490,0.0034907
1491,0.0034907
1492,0.0034907
1493,0.0034907
1494,0.0034907
1495,0.0034907
1496,0.0034907
1497,0.0034907
1498,0.0034907
1499,0.0034907
1500,0.0034907
1501,0.0034907
1502,0.0034907
1503,0.0034907
1504,0.0034907
1505,0.0034907
1506,0.0034907
1507,0.0034907
1508,0.0034907
1509,0.0034907
1510,0.0034907
1511,0.0034907
1512,0.0034907
1513,0.0034907
1514,0.0034907
1515,0.0034907
1516,0.0034907
1517,0.0034907
1518,0.0034907
1519,0.0034907
1520,0.0034907
1521,0.0034907
1522,0.0034907
1523,0.0034907
1524,0.0034907
1525,0.0034907
1526,0.0034907
1527,0.0034907
1528,0.0034907
1529,0.0034907
1530,0.0034907
1531,0.0034907
1532,0.0034907
1533,0.0034907
1534,0.0034907
1535,0.0034907
1536,0.0034907
1537,0.0034907
1538,0.0034907
1539,0.0034907
1540,0.0034907
1541,0.0034907
1542,0.0034907
1543,0.0034907
1544,0.0034907
1545,0.0034907
1546,0.0034907
1547,0.0034907
1548,0.0034907
1549,0.0034907
1550,0.0034907
1551,0.0034907
1552,0.0034907
1553,0.0034907
1554,0.0034907
1555,0.0034907
1556,0.0034907
1557,0.0034907
1558,0.0034907
1559,0.0034907
1560,0.0034907
1561,0.0034907
1562,0.0034907
1563,0.0034907
1564,0.0034907
1565,0.0034907
1566,0.0034907
1567,0.0034907
1568,0.0034907
1569,0.0034907
1570,0.0034907
1571,0.0034907
1572,0.0034907
1573,0.0034907
1574,0.0034907
1575,0.0034907
1576,0.0034907
1577,0.0034907
1578,0.0034907
1579,0.0034907
1580,0.0034907
1581,0.0034907
1582,0.0034907
1583,0.0034907
1584,0.0034907
1585,0.0034907
1586,0.0034907
1587,0.0034907
1588,0.0034907
1589,0.0034907
1590,0.0034907
1591,0.0034907
1592,0.0034907
1593,0.0034907
1594,0.0034907
1595,0.0034907
1596,0.0034907
1597,0.0034907
1598,0.0034907
1599,0.0034907
1600,0.0034907
1601,0.0034907
1602,0.0034907
1603,0.0034907
1604,0.0034907
1605,0.0034907
1606,0.0034907
1607,0.0034907
1608,0.0034907
1609,0.0034907
1610,0.0034907
1611,0.0034907
1612,0.0034907
1613,0.0034907
1614,0.0034907
1615,0.0034907
1616,0.0034907
1617,0.0034907
1618,0.0034907
1619,0.0034907
1620,0.0034907
1621,0.0034907
1622,0.0034907
1623,0.0034907
1624,0.0034907
1625,0.0034907
1626,0.0034907
1627,0.0034907
1628,0.0034907
1629,0.0034907
1630,0.0034907
1631,0.0034907
1632,0.0034907
1633,0.0034907
1634,0.0034907
1635,0.0034907
1636,0.0034907
1637,0.0034907
1638,0.0034907
1639,0.0034907
1640,0.0034907
1641,0.0034907
1642,0.0034907
1643,0.0034907
1644,0.0034907
1645,0.0034907
1646,0.0034907
1647,0.0034907
1648,0.0034907
1649,0.0034907
1650,0.0034907
1651,0.0034907
1652,0.0034907
1653,0.0034907
1654,0.0034907
1655,0.0034907
1656,0.0034907
1657,0.0034907
1658,0.0034907
1659,0.0034907
1660,0.0034907
1661,0.0034907
1662,0.0034907
1663,0.0034907
1664,0.0034907
1665,0.0034907
